S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
62,2021-09-23,665,113896.00,62392147.20,559.00,532.00,545.00
63,2021-09-22,503,61892.00,32217081.30,535.00,510.00,529.00
64,2021-09-21,661,80684.00,40696968.90,518.00,492.00,507.00
65,2021-09-20,759,112904.00,57412333.40,526.00,503.00,507.90
66,2021-09-16,813,84511.00,43966356.80,535.00,515.00,520.20
67,2021-09-15,343,51866.00,27895691.30,547.00,535.00,536.00
68,2021-09-14,372,50050.00,27281851.40,552.00,540.00,547.00
69,2021-09-13,470,61708.00,33836285.90,553.00,540.00,546.00
70,2021-09-12,451,49372.00,26630314.10,544.00,535.00,539.00
71,2021-09-09,342,37249.00,19885167.60,543.00,530.00,535.30
72,2021-09-08,402,37797.00,20163896.00,544.40,530.00,535.00
73,2021-09-07,493,39266.00,21549935.60,555.00,544.00,544.00
74,2021-09-06,744,80904.00,43816974.40,555.00,519.10,555.00
75,2021-09-05,947,118899.00,62666798.20,542.00,517.10,529.00
76,2021-09-02,558,64932.00,35529772.80,555.00,540.30,547.00
77,2021-09-01,858,93937.00,51361611.70,554.00,538.00,548.50
78,2021-08-31,860,99639.00,54335931.50,556.00,540.00,544.00
79,2021-08-29,707,74915.00,42328399.50,579.00,558.70,559.00
80,2021-08-26,626,73544.00,41848546.80,574.00,565.00,570.00
81,2021-08-25,576,81382.00,46515718.90,578.20,568.20,569.20
82,2021-08-24,664,84503.00,49219211.00,595.00,578.00,580.00
83,2021-08-19,725,155462.00,92326148.40,600.00,590.00,590.50
84,2021-08-18,1037,203897.00,120367566.90,600.00,575.00,595.00
85,2021-08-17,706,119069.00,69667029.50,594.00,582.10,583.90
86,2021-08-16,839,178209.00,105553558.60,600.00,587.20,590.00
87,2021-08-15,1386,246363.00,146635661.70,604.90,585.00,594.00
88,2021-08-12,1003,207792.00,123325460.80,599.00,588.00,593.10
89,2021-08-11,1623,332172.00,198846919.00,620.00,588.00,589.00
90,2021-08-10,867,164275.00,96495535.90,598.00,575.00,593.00
91,2021-08-09,421,98808.00,57198073.50,586.00,576.00,580.00
92,2021-08-08,537,106350.00,61853920.00,586.00,580.00,581.00
93,2021-08-05,634,128975.00,74986588.80,587.00,578.00,580.00
94,2021-08-04,667,117917.00,68448926.50,591.60,577.20,582.50
95,2021-08-03,596,98770.00,56683067.30,583.00,571.10,580.00
96,2021-08-02,486,90713.00,51842019.00,574.90,565.00,573.00
97,2021-08-01,696,134087.00,76253606.40,576.00,565.00,568.00
98,2021-07-29,564,107729.00,61237502.60,575.00,560.00,571.00
99,2021-07-28,694,130006.00,74440353.60,582.00,568.00,570.00
100,2021-07-27,1589,308307.00,175821484.20,585.00,557.00,575.00
101,2021-07-26,2286,564272.00,328592333.80,597.00,575.00,579.00
102,2021-07-25,1808,400066.00,237788124.30,605.80,582.00,597.00
103,2021-07-22,3553,800592.00,462764640.70,599.50,550.10,588.00
104,2021-07-20,2057,428610.00,227485957.10,545.70,506.00,545.00
105,2021-07-19,1156,298032.00,153382628.70,525.30,509.00,512.00
106,2021-07-18,1243,199269.00,99757079.10,510.00,479.00,508.00
107,2021-07-15,341,59702.00,28580962.00,482.00,476.00,479.00
108,2021-07-14,248,40531.00,19467823.00,488.00,477.00,479.00
109,2021-07-13,274,64679.00,31120401.00,483.00,473.00,481.00
110,2021-07-12,480,69957.00,33776712.00,494.00,478.00,480.00
111,2021-07-11,479,63968.00,30839469.00,488.00,477.00,488.00
112,2021-07-08,312,51483.00,24480341.00,480.00,470.00,477.00
113,2021-07-07,308,77933.00,36803498.00,482.00,471.00,471.00
114,2021-07-06,294,44597.00,21095339.00,477.00,470.00,473.00
115,2021-07-05,283,37585.00,17831189.00,484.00,471.00,476.00
116,2021-07-04,423,54096.00,25875151.00,487.00,475.00,477.00
117,2021-07-01,450,97084.00,47377353.00,491.00,458.00,484.00
118,2021-06-30,401,49724.00,23777054.00,484.00,472.00,482.00
119,2021-06-29,504,73114.00,35682815.00,503.00,482.00,485.00
120,2021-06-28,908,183885.00,91725158.00,517.00,491.00,497.00
121,2021-06-27,946,165483.00,81133251.00,500.00,476.00,493.00
122,2021-06-24,895,168916.00,80883197.00,491.00,465.00,482.00
123,2021-06-23,500,72529.00,34455335.00,482.00,470.00,471.00
124,2021-06-22,728,112308.00,53646265.00,483.00,450.00,482.00
125,2021-06-21,862,158267.00,74615121.00,495.00,466.00,470.00
126,2021-06-20,1013,185371.00,89383277.00,500.00,466.00,476.00
127,2021-06-17,733,132336.00,65169011.00,501.00,489.00,490.00
128,2021-06-16,1535,249556.00,124171992.00,510.00,482.00,492.00
129,2021-06-15,1781,346796.00,169789599.00,497.00,480.00,487.00
130,2021-06-14,1327,238183.00,113281820.00,485.00,460.00,478.00
131,2021-06-13,1025,135433.00,61912993.00,463.00,447.00,461.00
132,2021-06-10,550,69384.00,31770966.00,465.00,456.00,457.00
133,2021-06-09,535,94004.00,43410105.00,469.00,459.00,462.00
134,2021-06-08,747,181070.00,83703941.00,468.00,458.00,463.00
135,2021-06-07,1031,178135.00,82570344.00,480.00,444.00,458.00
136,2021-06-06,1629,309217.00,144679524.00,481.00,455.00,466.00
137,2021-06-03,981,169456.00,76065412.00,455.00,440.00,450.00
138,2021-06-02,347,67701.00,29752161.00,442.00,434.00,440.00
139,2021-06-01,512,72507.00,31705933.00,442.00,434.00,437.00
140,2021-05-31,527,63529.00,28309424.00,455.00,441.00,442.00
141,2021-05-30,762,156823.00,69986932.00,454.00,440.00,448.00
142,2021-05-27,518,86267.00,38009238.00,446.00,435.00,444.00
143,2021-05-25,383,45800.00,20473614.00,453.00,443.00,446.00
144,2021-05-24,997,201509.00,91049976.00,455.00,446.00,452.00
145,2021-05-23,632,95466.00,41881247.00,445.00,428.00,445.00
146,2021-05-20,400,60345.00,26326379.00,455.00,428.00,437.00
147,2021-05-19,639,87374.00,38126741.00,441.00,432.00,435.00
148,2021-05-18,521,73076.00,31427368.00,433.00,428.00,433.00
149,2021-05-17,468,50942.00,21856013.00,435.00,427.00,428.00
150,2021-05-16,520,64623.00,27353243.00,425.00,421.00,425.00
151,2021-05-13,296,43764.00,18345744.00,421.00,418.00,419.00
152,2021-05-12,277,34976.00,14670662.00,422.00,418.00,419.00
153,2021-05-11,302,47979.00,20168425.00,430.00,418.00,421.00
154,2021-05-10,242,34550.00,14473616.00,422.00,416.00,420.00
155,2021-05-09,339,44803.00,18737377.00,421.00,412.00,419.00
156,2021-05-06,359,43509.00,18132116.00,425.00,415.00,417.00
157,2021-05-05,354,48809.00,20411944.00,423.00,398.00,417.00
158,2021-05-04,342,46355.00,19362258.00,423.00,415.00,417.00
159,2021-05-03,456,63178.00,26621244.00,430.00,417.00,418.00
160,2021-05-02,490,58954.00,24997452.00,427.00,420.00,424.00
161,2021-04-29,331,48621.00,20263792.00,421.00,414.00,419.00
162,2021-04-28,411,41259.00,17174622.00,421.00,411.00,415.00
163,2021-04-27,620,91231.00,37853670.00,418.00,407.00,416.00
164,2021-04-26,614,82121.00,33801765.00,424.00,402.00,412.00
165,2021-04-25,574,53306.00,22440118.00,431.00,418.00,419.00
166,2021-04-22,451,57567.00,24544441.00,435.00,424.00,428.00
167,2021-04-21,460,67723.00,28964072.00,435.00,425.00,429.00
168,2021-04-20,495,69148.00,29813067.00,436.00,429.00,430.00
169,2021-04-19,448,75119.00,32710657.00,440.00,432.00,433.00
170,2021-04-18,499,75807.00,33565725.00,456.00,439.00,441.00
171,2021-04-15,606,80699.00,36244848.00,452.00,445.00,448.00
172,2021-04-13,589,102443.00,45225910.00,450.00,437.00,445.00
173,2021-04-12,451,64617.00,28115233.00,438.00,431.00,437.00
174,2021-04-08,335,42989.00,18729618.00,439.00,434.00,437.00
175,2021-04-07,281,30787.00,13430420.00,439.00,432.00,437.00
176,2021-04-06,393,48766.00,21163514.00,439.00,432.00,437.00
177,2021-04-05,318,38063.00,16629925.00,445.00,435.00,437.00
178,2021-04-04,456,72060.00,31547974.00,445.00,434.00,441.00
179,2021-04-01,472,70842.00,30957188.00,455.00,434.00,439.00
180,2021-03-31,666,108531.00,47559562.00,452.00,426.00,445.00
181,2021-03-30,243,28165.00,12049762.00,432.00,426.00,428.00
182,2021-03-29,280,27514.00,11780239.00,434.00,425.00,429.00
183,2021-03-25,379,56250.00,24161967.00,434.00,426.00,431.00
184,2021-03-24,369,45332.00,19461407.00,437.00,426.00,429.00
185,2021-03-23,290,23070.00,9832249.00,434.00,423.00,427.00
186,2021-03-22,281,32906.00,14193056.00,438.00,429.00,429.00
187,2021-03-21,330,38957.00,16957942.00,440.00,430.00,437.00
188,2021-03-18,319,37618.00,16109602.00,444.00,423.00,430.00
189,2021-03-17,240,18916.00,7960195.00,424.00,415.00,423.00
190,2021-03-16,307,38698.00,16143483.00,421.00,414.00,417.00
191,2021-03-15,281,29309.00,12241017.00,426.00,415.00,417.00
192,2021-03-14,471,47505.00,19953390.00,428.00,417.00,418.00
193,2021-03-10,365,41639.00,17759240.00,434.00,421.00,426.00
194,2021-03-09,354,36121.00,15436241.00,431.00,424.00,426.00
195,2021-03-07,487,72363.00,31560747.00,441.00,429.00,430.00
196,2021-03-04,467,58945.00,25559163.00,436.00,430.00,434.00
197,2021-03-03,461,74820.00,31894898.00,435.00,421.00,428.00
198,2021-03-02,634,70484.00,30698989.00,449.00,430.00,435.00
199,2021-03-01,617,86938.00,38471331.00,449.00,435.00,445.00
200,2021-02-28,696,87385.00,38649813.00,450.00,438.00,441.00
201,2021-02-25,330,60468.00,27482918.00,466.00,450.00,455.00
202,2021-02-24,341,76992.00,35517767.00,477.00,453.00,459.00
203,2021-02-23,399,61301.00,27730524.00,460.00,446.00,455.00
204,2021-02-22,411,99940.00,46593183.00,474.00,460.00,464.00
205,2021-02-21,551,117339.00,55563339.00,484.00,467.00,473.00
206,2021-02-18,601,117240.00,55476998.00,479.00,465.00,472.00
207,2021-02-17,501,119712.00,55252002.00,469.00,456.00,467.00
208,2021-02-16,559,103729.00,47992264.00,468.00,452.00,462.00
209,2021-02-15,313,64582.00,29225643.00,470.00,449.00,456.00
210,2021-02-14,295,52654.00,23662565.00,455.00,446.00,448.00
211,2021-02-11,315,58376.00,26531830.00,464.00,451.00,451.00
212,2021-02-10,231,35029.00,15934818.00,461.00,449.00,457.00
213,2021-02-09,321,61086.00,27934647.00,480.00,451.00,453.00
214,2021-02-08,533,107995.00,49177016.00,480.00,446.00,462.00
215,2021-02-07,324,68729.00,30839677.00,452.00,447.00,450.00
216,2021-02-04,343,77015.00,34646412.00,459.00,442.00,451.00
217,2021-02-03,533,91296.00,41606231.00,464.00,447.00,451.00
218,2021-02-02,316,76206.00,34084959.00,453.00,445.00,450.00
219,2021-02-01,277,39012.00,17401319.00,459.00,440.00,446.00
220,2021-01-31,441,115291.00,51261165.00,458.00,441.00,445.00
221,2021-01-28,500,113805.00,52150043.00,470.00,453.00,459.00
222,2021-01-27,404,87784.00,41500714.00,485.00,468.00,470.00
223,2021-01-26,931,216204.00,102584003.00,490.00,460.00,484.00
224,2021-01-25,592,125936.00,57046915.00,464.00,444.00,460.00
225,2021-01-24,420,58964.00,26389873.00,456.00,445.00,446.00
226,2021-01-21,277,48043.00,21286498.00,466.00,441.00,444.00
227,2021-01-20,260,43511.00,19350241.00,450.00,443.00,444.00
228,2021-01-19,280,64531.00,28746361.00,450.00,443.00,449.00
229,2021-01-18,291,61879.00,27938993.00,456.00,448.00,448.00
230,2021-01-17,249,52720.00,23992618.00,459.00,452.00,453.00
231,2021-01-13,246,52729.00,23960330.00,460.00,450.00,450.00
232,2021-01-12,198,28076.00,12747039.00,473.00,451.00,454.00
233,2021-01-11,293,59076.00,26783747.00,459.00,450.00,451.00
234,2021-01-10,432,90717.00,40522951.00,450.00,438.00,450.00
235,2021-01-07,214,39177.00,17078234.00,443.00,432.00,438.00
236,2021-01-06,183,33745.00,14696084.00,438.00,431.00,438.00
237,2021-01-05,156,22837.00,9969048.00,443.00,431.00,435.00
238,2021-01-04,229,29054.00,12755181.00,445.00,435.00,439.00
239,2021-01-03,293,46462.00,20291090.00,441.00,433.00,440.00
240,2020-12-31,314,48740.00,20805836.00,432.00,416.00,425.00
241,2020-12-30,272,30138.00,12654513.00,435.00,415.00,422.00
242,2020-12-29,557,96176.00,47092900.00,494.00,487.00,488.00
243,2020-12-28,214,32570.00,16018336.00,495.00,485.00,492.00
244,2020-12-27,239,42183.00,20801852.00,496.00,488.00,493.00
245,2020-12-24,371,57679.00,28394562.00,500.00,489.00,493.00
246,2020-12-23,415,73410.00,37082304.00,516.00,495.00,500.00
247,2020-12-22,462,85171.00,42460310.00,503.00,490.00,503.00
248,2020-12-21,579,103564.00,50256463.00,498.00,474.00,485.00
249,2020-12-20,645,104745.00,52395512.00,520.00,483.00,492.00
250,2020-12-17,445,87068.00,45265722.00,530.00,515.00,518.00
251,2020-12-16,379,76542.00,40313257.00,550.00,524.00,527.00
252,2020-12-15,581,117229.00,62330404.00,545.00,527.00,528.00
253,2020-12-14,1474,323130.00,173431323.00,561.00,527.00,535.00
254,2020-12-13,551,136826.00,74716586.00,555.00,538.00,552.00
255,2020-12-10,259,54470.00,29054862.00,538.00,526.00,535.00
256,2020-12-09,345,92328.00,49759882.00,547.00,534.00,536.00
257,2020-12-08,758,227923.00,124308225.00,552.00,530.00,547.00
258,2020-12-07,520,131127.00,68454221.00,533.00,510.00,532.00
259,2020-12-06,485,171129.00,89776794.00,533.00,516.00,517.00
260,2020-12-03,344,90643.00,48245313.00,540.00,528.00,532.00
261,2020-12-02,436,111361.00,58971652.00,536.00,520.00,535.00
262,2020-12-01,582,151300.00,80158031.00,541.00,516.00,530.00
263,2020-11-30,677,169861.00,92632843.00,576.00,535.00,541.00
264,2020-11-29,767,230701.00,125767798.00,559.00,524.00,554.00
265,2020-11-26,430,85540.00,44934889.00,532.00,520.00,525.00
266,2020-11-25,423,107865.00,55759638.00,525.00,511.00,519.00
267,2020-11-24,311,66020.00,33873311.00,517.00,510.00,512.00
268,2020-11-23,592,196565.00,100303247.00,515.00,506.00,512.00
269,2020-11-22,605,152315.00,77002047.00,512.00,495.00,505.00
270,2020-11-19,295,71429.00,35073486.00,511.00,489.00,491.00
271,2020-11-18,501,143816.00,69516294.00,495.00,470.00,487.00
272,2020-11-12,406,86382.00,41531034.00,484.00,475.00,484.00
273,2020-11-11,299,69277.00,33110205.00,482.00,472.00,479.00
274,2020-11-10,172,80125.00,37687124.00,475.00,468.00,470.00
275,2020-11-09,187,33751.00,15930716.00,474.00,468.00,472.00
276,2020-11-08,168,26833.00,12599399.00,472.00,468.00,471.00
277,2020-11-05,303,102758.00,48089830.00,476.00,462.00,470.00
278,2020-11-04,186,33667.00,15636972.00,468.00,462.00,464.00
279,2020-11-03,243,53871.00,25160965.00,480.00,465.00,467.00
280,2020-11-02,230,52560.00,24876753.00,479.00,469.00,469.00
281,2020-11-01,319,116363.00,55309956.00,479.00,468.00,477.00
282,2020-10-29,557,114747.00,54794941.00,483.00,471.00,472.00
283,2020-10-28,464,83397.00,38938338.00,474.00,456.00,473.00
284,2020-10-22,326,68836.00,31146580.00,455.00,450.00,454.00
285,2020-10-21,263,48986.00,21975287.00,450.00,443.00,450.00
286,2020-10-20,110,28155.00,12449165.00,444.00,441.00,442.00
287,2020-10-19,92,23791.00,10457528.00,441.00,436.00,440.00
288,2020-10-18,120,28101.00,12337613.00,441.00,437.00,439.00
289,2020-10-15,181,35904.00,15781376.00,445.00,437.00,442.00
290,2020-10-14,150,19883.00,8692172.00,440.00,436.00,439.00
291,2020-10-13,100,18523.00,8135690.00,440.00,438.00,439.00
292,2020-10-12,153,35458.00,15555436.00,455.00,436.00,440.00
293,2020-10-11,185,27787.00,12222562.00,442.00,438.00,439.00
294,2020-10-08,233,37815.00,16826499.00,450.00,442.00,443.00
295,2020-10-07,252,55530.00,24840967.00,451.00,444.00,448.00
296,2020-10-06,450,118829.00,52769434.00,450.00,439.00,450.00
297,2020-10-05,195,40920.00,18011356.00,443.00,438.00,439.00
298,2020-10-04,333,77867.00,34367444.00,445.00,440.00,440.00
299,2020-10-01,156,17254.00,7569999.00,440.00,435.00,439.00
300,2020-09-30,152,37898.00,16510704.00,445.00,434.00,436.00
301,2020-09-29,150,45801.00,20123201.00,441.00,437.00,438.00
302,2020-09-28,190,31645.00,13938606.00,443.00,439.00,441.00
303,2020-09-27,287,66164.00,29061694.00,442.00,433.00,440.00
304,2020-09-24,154,43273.00,18838499.00,438.00,431.00,435.00
305,2020-09-23,177,38716.00,16795793.00,438.00,430.00,436.00
306,2020-09-22,309,93124.00,40512495.00,440.00,431.00,434.00
307,2020-09-21,298,54729.00,23939779.00,441.00,432.00,436.00
308,2020-09-20,280,53218.00,23477474.00,450.00,435.00,440.00
309,2020-09-17,326,99827.00,43278327.00,451.00,428.00,437.00
310,2020-09-16,142,35281.00,15146381.00,435.00,426.00,430.00
311,2020-09-15,224,36125.00,15643116.00,440.00,429.00,433.00
312,2020-09-14,343,66323.00,28833011.00,439.00,429.00,435.00
313,2020-09-13,206,40426.00,17276363.00,429.00,425.00,429.00
314,2020-09-10,166,30653.00,13042745.00,444.00,422.00,425.00
315,2020-09-09,167,30486.00,12838279.00,443.00,418.00,423.00
316,2020-09-08,146,18591.00,7821382.00,424.00,417.00,422.00
317,2020-09-07,200,30894.00,13097838.00,429.00,422.00,424.00
318,2020-09-06,299,51535.00,22416879.00,447.00,429.00,429.00
319,2020-09-03,249,54999.00,23870722.00,438.00,430.00,432.00
320,2020-09-02,406,108553.00,47330139.00,440.00,432.00,436.00
321,2020-08-31,242,40437.00,17259504.00,431.00,423.00,429.00
322,2020-08-30,139,20137.00,8538916.00,446.00,421.00,424.00
323,2020-08-27,145,30360.00,12934989.00,430.00,425.00,425.00
324,2020-08-26,241,39150.00,16636041.00,429.00,420.00,426.00
325,2020-08-25,197,39774.00,16763494.00,427.00,419.00,421.00
326,2020-08-24,231,30112.00,12593335.00,420.00,415.00,420.00
327,2020-08-23,84,8109.00,3340366.00,419.00,411.00,414.00
328,2020-08-20,63,8351.00,3426715.00,412.00,406.00,412.00
329,2020-08-19,168,25812.00,10604297.00,415.00,408.00,409.00
330,2020-08-18,118,16446.00,6833721.00,418.00,411.00,417.00
331,2020-08-17,146,20840.00,8552541.00,415.00,406.00,415.00
332,2020-08-16,199,34679.00,14255478.00,416.00,405.00,410.00
333,2020-08-13,132,27971.00,11636379.00,425.00,414.00,415.00
334,2020-08-12,106,25454.00,10678938.00,422.00,414.00,419.00
335,2020-08-11,143,26345.00,11098187.00,427.00,418.00,419.00
336,2020-08-10,201,30437.00,12802718.00,432.00,413.00,425.00
337,2020-08-09,162,33276.00,13555825.00,412.00,399.00,412.00
338,2020-08-06,185,33954.00,13697184.00,408.00,401.00,406.00
339,2020-08-05,202,37294.00,15120480.00,419.00,402.00,404.00
340,2020-08-03,179,26260.00,10785469.00,418.00,405.00,411.00
341,2020-08-02,367,64556.00,26822481.00,422.00,406.00,406.00
342,2020-07-30,161,34944.00,14753134.00,429.00,415.00,427.00
343,2020-07-29,221,61718.00,26266840.00,432.00,421.00,422.00
344,2020-07-28,151,30474.00,13174150.00,435.00,428.00,432.00
345,2020-07-27,222,52250.00,22780805.00,440.00,430.00,433.00
346,2020-07-26,259,60056.00,26005338.00,436.00,422.00,434.00
347,2020-07-23,206,33121.00,14073464.00,430.00,418.00,428.00
348,2020-07-22,263,55050.00,23499388.00,445.00,420.00,426.00
349,2020-07-21,382,70227.00,30578724.00,446.00,427.00,431.00
350,2020-07-20,717,152858.00,68092921.00,475.00,424.00,442.00
351,2020-07-19,5,90.00,37840.00,432.00,408.00,432.00
352,2020-07-16,262,49834.00,19851056.00,405.00,389.00,400.00
353,2020-07-15,177,34899.00,13356317.00,388.00,376.00,385.00
354,2020-07-14,68,9391.00,3518686.00,378.00,372.00,375.00
355,2020-07-13,129,38001.00,14255102.00,382.00,373.00,375.00
356,2020-07-12,114,20839.00,7743924.00,377.00,368.00,375.00
357,2020-07-09,94,10849.00,3992157.00,371.00,360.00,368.00
358,2020-07-08,122,15958.00,5884211.00,375.00,362.00,368.00
359,2020-07-07,153,16559.00,6193253.00,379.00,367.00,374.00
360,2020-07-06,101,25485.00,9168079.00,368.00,349.00,365.00
361,2020-07-05,165,29844.00,10573328.00,365.00,345.00,356.00
362,2020-07-02,78,13518.00,4961644.00,394.00,343.00,345.00
363,2020-07-01,53,16073.00,6031916.00,384.00,350.00,380.00
364,2020-06-30,33,4499.00,1531567.00,352.00,320.00,350.00
365,2020-06-29,96,12955.00,4203324.00,341.00,313.00,329.00
366,2020-05-13,6,240.00,83430.00,350.00,347.00,347.00
367,2020-05-12,6,470.00,168590.00,361.00,357.00,357.00
368,2020-03-22,35,5639.00,2049363.00,376.00,362.00,368.00
369,2020-03-19,214,34900.00,12872297.00,385.00,360.00,376.00
370,2020-03-18,211,54659.00,20168668.00,385.00,361.00,374.00
371,2020-03-17,219,45920.00,17239532.00,380.00,370.00,378.00
372,2020-03-16,173,34352.00,13129517.00,391.00,371.00,382.00
373,2020-03-15,316,67992.00,26126277.00,394.00,378.00,382.00
374,2020-03-12,308,66328.00,26206574.00,410.00,390.00,397.00
375,2020-03-11,280,73399.00,29189227.00,407.00,378.00,406.00
376,2020-03-10,149,44333.00,17141923.00,397.00,380.00,380.00
377,2020-03-05,233,51446.00,20980918.00,416.00,400.00,405.00
378,2020-03-04,254,59890.00,24900666.00,425.00,410.00,416.00
379,2020-03-03,385,83824.00,35385793.00,445.00,390.00,425.00
380,2020-03-02,216,52575.00,23091367.00,452.00,420.00,420.00
381,2020-03-01,373,86815.00,40061842.00,475.00,450.00,452.00
382,2020-02-27,382,110009.00,50225106.00,474.00,440.00,467.00
383,2020-02-26,358,88846.00,39626514.00,453.00,437.00,453.00
384,2020-02-25,164,48731.00,20960026.00,436.00,416.00,435.00
385,2020-02-24,354,104982.00,45685687.00,450.00,425.00,432.00
386,2020-02-23,447,130275.00,54549671.00,436.00,402.00,431.00
387,2020-02-20,111,25763.00,10261284.00,400.00,395.00,398.00
388,2020-02-19,72,17687.00,7020931.00,404.00,394.00,397.00
389,2020-02-18,176,42822.00,17077245.00,408.00,395.00,398.00
390,2020-02-17,201,42746.00,16881808.00,401.00,390.00,396.00
391,2020-02-16,112,29836.00,11495363.00,390.00,383.00,390.00
392,2020-02-13,103,20972.00,8056938.00,388.00,380.00,384.00
393,2020-02-12,123,34048.00,13187956.00,392.00,383.00,388.00
394,2020-02-11,68,13972.00,5372893.00,390.00,382.00,385.00
395,2020-02-10,80,14196.00,5392970.00,385.00,377.00,380.00
396,2020-02-09,54,11030.00,4203898.00,384.00,380.00,381.00
397,2020-02-06,74,11711.00,4498341.00,390.00,382.00,385.00
398,2020-02-05,68,12291.00,4724019.00,390.00,382.00,385.00
399,2020-02-04,166,32960.00,12843675.00,396.00,385.00,386.00
400,2020-02-03,88,22861.00,8942881.00,395.00,388.00,388.00
401,2020-02-02,153,25714.00,9961174.00,392.00,383.00,390.00
402,2020-01-30,75,10082.00,3881197.00,388.00,383.00,384.00
403,2020-01-29,62,8241.00,3167261.00,387.00,379.00,384.00
404,2020-01-28,73,14063.00,5426067.00,389.00,380.00,386.00
405,2020-01-27,100,23768.00,8983346.00,387.00,368.00,387.00
406,2020-01-26,141,18472.00,6973842.00,384.00,372.00,372.00
407,2020-01-23,79,11817.00,4525230.00,390.00,380.00,382.00
408,2020-01-22,68,13717.00,5283816.00,395.00,383.00,386.00
409,2020-01-21,95,20945.00,8165334.00,397.00,385.00,389.00
410,2020-01-20,223,50503.00,20032538.00,407.00,386.00,389.00
411,2020-01-19,143,37203.00,14701779.00,398.00,392.00,396.00
412,2020-01-16,113,30689.00,12019646.00,398.00,386.00,391.00
413,2020-01-15,102,22021.00,8444325.00,386.00,378.00,386.00
414,2020-01-14,79,11083.00,4188931.00,380.00,375.00,378.00
415,2020-01-13,154,39441.00,14944718.00,382.00,374.00,379.00
416,2020-01-12,95,17268.00,6383867.00,373.00,366.00,372.00
417,2020-01-09,95,11059.00,4034153.00,369.00,363.00,365.00
418,2020-01-08,71,10093.00,3736193.00,373.00,369.00,369.00
419,2020-01-07,70,9507.00,3548794.00,376.00,370.00,373.00
420,2020-01-06,107,26892.00,9911798.00,372.00,365.00,371.00
421,2020-01-05,61,11390.00,4128436.00,364.00,360.00,363.00
422,2020-01-02,67,6793.00,2451873.00,368.00,359.00,359.00
423,2020-01-01,56,7109.00,2563497.00,367.00,359.00,367.00
424,2019-12-31,63,8569.00,3116675.00,366.00,361.00,366.00
425,2019-12-30,75,8211.00,2990119.00,369.00,361.00,365.00
426,2019-12-29,144,20987.00,7732644.00,386.00,366.00,370.00
427,2019-12-26,305,103337.00,42860821.00,417.00,413.00,417.00
428,2019-12-25,140,31149.00,12870441.00,415.00,412.00,414.00
429,2019-12-24,100,19873.00,8215515.00,416.00,412.00,413.00
430,2019-12-23,100,20783.00,8553060.00,414.00,407.00,412.00
431,2019-12-22,98,13018.00,5365096.00,414.00,407.00,412.00
432,2019-12-19,63,5118.00,2069300.00,407.00,403.00,404.00
433,2019-12-18,60,9668.00,3924288.00,410.00,405.00,406.00
434,2019-12-17,62,6407.00,2614923.00,410.00,405.00,407.00
435,2019-12-16,81,9861.00,4023567.00,415.00,406.00,406.00
436,2019-12-15,81,14825.00,6113167.00,416.00,409.00,410.00
437,2019-12-12,104,21051.00,8651874.00,415.00,409.00,412.00
438,2019-12-11,95,13042.00,5425088.00,418.00,414.00,414.00
439,2019-12-10,288,67690.00,27991687.00,418.00,406.00,415.00
440,2019-12-09,69,10680.00,4366673.00,415.00,404.00,411.00
441,2019-12-08,43,6252.00,2533350.00,409.00,403.00,409.00
442,2019-12-05,50,6589.00,2668532.00,407.00,403.00,405.00
443,2019-12-04,56,11388.00,4598818.00,406.00,401.00,405.00
444,2019-12-03,45,6534.00,2626827.00,403.00,401.00,401.00
445,2019-12-02,53,17229.00,6915001.00,405.00,400.00,403.00
446,2019-12-01,34,5892.00,2378496.00,405.00,402.00,404.00
447,2019-11-28,35,5609.00,2273029.00,409.00,404.00,404.00
448,2019-11-27,35,5247.00,2134304.00,409.00,403.00,409.00
449,2019-11-26,51,11131.00,4527014.00,410.00,402.00,405.00
450,2019-11-25,51,5669.00,2300207.00,412.00,404.00,409.00
451,2019-11-24,86,14677.00,5970416.00,410.00,404.00,404.00
452,2019-11-21,61,9107.00,3750461.00,418.00,408.00,412.00
453,2019-11-20,52,12638.00,5262075.00,418.00,415.00,416.00
454,2019-11-19,56,21222.00,8812035.00,420.00,415.00,416.00
455,2019-11-18,69,52113.00,21663469.00,418.00,415.00,418.00
456,2019-11-17,61,11182.00,4636886.00,423.00,410.00,415.00
457,2019-11-14,40,18775.00,7799457.00,417.00,415.00,417.00
458,2019-11-13,59,23563.00,9781256.00,417.00,413.00,416.00
459,2019-11-12,54,12550.00,5243574.00,425.00,414.00,417.00
460,2019-11-11,36,3581.00,1494243.00,421.00,414.00,421.00
461,2019-11-10,60,11958.00,4968204.00,419.00,410.00,419.00
462,2019-11-07,45,18305.00,7596806.00,417.00,414.00,415.00
463,2019-11-06,49,16754.00,6966192.00,417.00,415.00,415.00
464,2019-11-05,55,12478.00,5166249.00,416.00,413.00,416.00
465,2019-11-04,59,13907.00,5720752.00,414.00,410.00,413.00
466,2019-11-03,48,4909.00,2018398.00,413.00,410.00,412.00
467,2019-10-31,41,4949.00,2045232.00,417.00,410.00,413.00
468,2019-10-24,52,9027.00,3743021.00,416.00,412.00,414.00
469,2019-10-23,26,2992.00,1233519.00,416.00,411.00,413.00
470,2019-10-22,61,7228.00,2965213.00,413.00,409.00,411.00
